,area_id,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000,City,State
17117,1600000US3958940,region.place,2013,36094,29500,35714,30500,30192,53750,88125,31932,16806,40625,7.7,17.9,1.0,21.7,16.6,18.2,3.8,3.8,9.3,Ostrander,OH
17126,1600000US3935126,region.place,2013,37895,38289,60067,48988,42450,102656,48750,33980,0,48849,0.0,0.0,0.0,31.1,28.1,25.5,0.0,0.0,15.3,Hide-A-Way Hills,OH
17127,1600000US3950218,region.place,2013,38750,20486,44250,37000,29375,36406,36750,24375,32917,40417,0.9,19.4,2.3,4.6,44.7,15.2,5.1,6.0,1.8,Milford Center,OH
17128,1600000US3903744,region.place,2013,25000,18229,34219,32386,26912,51250,0,30924,31429,25000,6.7,20.1,0.0,32.5,29.2,5.3,0.0,1.9,4.3,Baltic,OH
17130,1600000US3936918,region.place,2013,91875,36250,205833,109107,65625,76250,121563,31250,0,16250,5.8,1.3,1.8,8.1,2.7,5.4,0.0,10.3,64.6,Hunting Valley,OH
17132,1600000US3971444,region.place,2013,38750,27404,32361,29063,28750,26563,108250,27083,34038,31625,7.7,15.1,2.7,29.3,20.1,15.8,1.2,3.5,4.6,Seven Mile,OH
17135,1600000US3945794,region.place,2013,28750,17411,34688,26607,22063,12250,0,24118,15893,32500,8.3,22.8,0.0,33.0,18.4,14.1,1.9,1.5,0.0,McClure,OH
17136,1600000US3980066,region.place,2013,0,40208,43875,33625,33875,63176,187770,27593,0,31771,0.0,0.0,0.0,27.4,20.3,22.8,0.0,5.6,23.9,Vienna Center,OH
17137,1600000US3982348,region.place,2013,30547,19205,41607,27292,21739,58125,41500,31181,18750,20156,6.5,17.5,1.0,26.5,25.5,13.5,5.5,1.5,2.5,Wayne Lakes,OH
17141,1600000US3900464,region.place,2013,18558,13333,47917,27500,18947,49375,63281,22000,17500,14904,11.7,16.8,6.5,18.7,14.5,8.9,10.3,9.3,3.3,Adena,OH
17144,1600000US3919820,region.place,2013,36125,25114,37750,34000,31989,34792,41250,33906,20000,38750,0.9,16.9,0.9,19.5,30.7,24.2,1.7,3.5,1.7,Cygnet,OH
17157,1600000US3924262,region.place,2013,25000,14485,42679,36442,22963,52083,0,34167,20893,9509,7.0,15.7,3.8,20.0,24.9,28.6,0.0,0.0,0.0,Eaton Estates,OH
17158,1600000US3941500,region.place,2013,30000,13636,51250,30380,22888,35156,0,19625,0,40417,0.0,24.7,18.5,0.0,25.3,19.2,6.8,5.5,0.0,Lake Seneca,OH
17159,1600000US3974566,region.place,2013,26220,25030,47250,45450,26280,0,0,43500,0,29524,0.0,28.9,2.2,30.3,15.5,6.1,10.5,2.5,4.0,Sterling,OH
17162,1600000US3964346,region.place,2013,22143,17788,34375,27273,21563,0,0,24125,18333,21875,3.5,30.8,2.5,21.4,35.3,4.5,1.0,1.0,0.0,Port Washington,OH
17168,1600000US3985344,region.place,2013,26371,18906,52870,31413,25457,0,0,26290,18750,25952,0.0,10.0,0.0,41.5,6.2,35.4,0.0,6.9,0.0,Williamsdale,OH
17179,1600000US3953144,region.place,2013,27222,20089,43393,35179,26083,43333,36071,28906,9135,45500,6.5,19.1,0.0,18.1,35.2,10.1,7.0,0.0,4.0,Mount Victory,OH
17181,1600000US3941860,region.place,2013,0,12750,30750,19583,13813,0,0,17321,0,14848,28.0,40.7,0.0,25.4,0.0,5.9,0.0,0.0,0.0,Lansing,OH
17182,1600000US3935866,region.place,2013,37188,22656,68750,66850,41250,47708,39444,37188,0,43500,5.2,14.1,0.0,7.2,18.5,10.0,19.7,14.1,11.2,Holiday Lakes,OH
17183,1600000US3965256,region.place,2013,26250,23304,34583,32273,30025,40179,47500,27500,0,30197,9.0,13.3,4.3,39.9,11.7,13.3,2.7,3.7,2.1,Racine,OH
17186,1600000US3976764,region.place,2013,31250,20357,43942,26250,22750,32292,0,25865,0,24250,9.2,10.0,2.3,30.0,28.5,17.7,2.3,0.0,0.0,Thurston,OH
17191,1600000US3941902,region.place,2013,30729,17143,42813,23833,21250,0,0,30521,27813,24318,10.0,22.7,0.0,18.0,19.3,10.0,6.7,8.0,5.3,La Rue,OH
17192,1600000US3924766,region.place,2013,29417,20694,37917,30962,25329,14286,0,27768,0,34583,6.3,13.7,0.0,30.7,20.0,25.4,2.9,1.0,0.0,Eldorado,OH
17194,1600000US3972298,region.place,2013,22000,20000,36000,30000,21683,0,0,21555,17500,30313,8.2,34.1,0.0,15.9,21.8,16.8,0.0,3.2,0.0,Shiloh,OH
17198,1600000US3919806,region.place,2013,37917,24500,59375,43611,31818,55417,0,41806,15909,61250,1.5,7.4,2.5,16.3,22.3,23.3,5.4,17.3,4.0,Cuyahoga Heights,OH
17200,1600000US3963548,region.place,2013,52714,49766,37019,30395,40852,23229,49922,40739,3611,53679,0.0,0.0,0.0,13.5,36.2,33.3,0.0,0.0,17.0,Pleasant Hills,OH
17202,1600000US3950876,region.place,2013,36833,35917,44943,44034,38000,0,0,21042,0,44063,0.0,22.7,0.0,0.0,47.9,21.0,0.0,0.0,8.4,Minford,OH
17203,1600000US3918840,region.place,2013,49375,27014,52000,42159,36607,58000,65000,25000,24375,29063,0.5,12.1,0.0,9.5,24.2,30.0,9.5,8.9,5.3,Corwin,OH
17204,1600000US3916784,region.place,2013,72721,21845,41875,22188,22028,0,0,31439,0,21548,0.0,13.3,0.0,10.1,29.1,14.6,21.5,11.4,0.0,Collins,OH
17206,1600000US3941597,region.place,2013,47377,46275,123631,63929,56667,108095,0,38454,0,0,0.0,3.8,0.0,0.0,21.8,27.4,8.5,0.0,38.5,Lake Tomahawk,OH
17211,1600000US3980402,region.place,2013,57500,49500,115750,80750,58611,111250,98125,32083,0,44167,0.0,3.1,0.0,9.7,14.9,14.9,4.6,13.3,39.5,Waite Hill,OH
17220,1600000US3967846,region.place,2013,27083,16333,39063,33958,30195,38750,0,28750,27292,38500,13.2,9.5,0.0,36.3,18.4,12.1,0.5,7.4,2.6,Rock Creek,OH
17224,1600000US3918244,region.place,2013,68833,66500,175313,112583,86339,76250,175313,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,17.3,64.2,Concorde Hills,OH
17230,1600000US3936176,region.place,2013,22875,19914,34727,33477,30375,0,0,32778,0,23000,4.2,32.9,0.0,25.1,5.4,17.4,9.0,6.0,0.0,Homeworth,OH
17231,1600000US3954082,region.place,2013,24423,23269,50489,37273,31389,0,0,30972,40921,18462,0.0,16.6,0.0,19.1,26.1,22.9,7.0,0.0,8.3,New Baltimore,OH
17234,1600000US3901938,region.place,2013,20938,18375,34896,33333,23125,17500,0,25833,19375,30000,4.0,32.5,0.0,25.4,15.1,19.0,1.6,0.0,2.4,Amsterdam,OH
17244,1600000US3964766,region.place,2013,22212,20156,45833,44167,21974,0,0,21250,15500,45833,5.3,38.9,0.0,14.7,6.3,24.2,7.4,0.0,3.2,Proctorville,OH
17247,1600000US3948118,region.place,2013,32813,23438,38750,21111,21827,41500,0,29688,18409,21786,10.6,21.1,3.3,14.6,26.8,10.6,11.4,1.6,0.0,Martinsville,OH
17251,1600000US4075000,region.place,2013,32322,22236,40624,31109,26455,43475,58731,24223,19341,29670,5.1,19.7,2.2,20.6,20.0,11.4,4.3,7.3,9.4,Tulsa,OK
17255,1600000US4023200,region.place,2013,40998,25893,61976,45718,33945,51679,63117,26570,26275,33850,2.7,10.7,2.1,14.8,18.4,13.9,5.9,12.1,19.4,Edmond,OK
17257,1600000US4048350,region.place,2013,31901,23386,42121,32199,27145,44068,52095,25958,15655,30392,3.6,19.2,2.1,21.7,22.6,15.1,6.6,6.2,2.9,Midwest City,OK
17267,1600000US4021900,region.place,2013,26129,19310,43029,32679,24854,42470,55536,24889,20924,23638,5.5,23.4,3.5,21.4,17.9,11.4,3.2,6.9,6.8,Duncan,OK
17270,1600000US4065400,region.place,2013,30554,21990,42950,35137,27342,34563,41771,29231,18750,32255,3.4,18.8,1.2,24.1,23.1,15.8,3.5,5.9,4.2,Sapulpa,OK
17273,1600000US4065300,region.place,2013,34707,27273,42359,36813,32290,50449,57083,30985,20156,35364,3.2,15.2,2.3,21.0,24.4,15.3,5.4,8.0,5.2,Sand Springs,OK
17275,1600000US4044800,region.place,2013,31220,24346,43120,33044,27561,43663,41759,23655,15274,34824,6.4,17.8,2.1,21.1,21.0,12.5,7.0,5.8,6.3,McAlester,OK
17276,1600000US4050100,region.place,2013,35932,27082,52849,45580,35728,46250,53333,33716,22857,39753,3.0,13.2,1.9,16.6,23.9,17.4,5.8,10.9,7.3,Mustang,OK
17278,1600000US4023700,region.place,2013,27417,20801,39116,28730,24785,43700,45703,24781,25763,27246,8.6,19.0,3.9,20.1,20.6,12.8,4.8,6.2,4.0,El Reno,OK
17283,1600000US4048000,region.place,2013,25788,18170,32269,23833,20887,36026,52153,21016,18094,25538,9.1,27.3,4.1,20.5,20.3,8.1,4.2,3.7,2.7,Miami,OK
17284,1600000US4055150,region.place,2013,28938,21019,33729,22093,21625,33884,50375,26642,7426,24856,5.2,23.7,5.0,25.1,23.3,7.4,3.2,4.3,2.8,Okmulgee,OK
17288,1600000US4014200,region.place,2013,40152,31593,54482,49983,38408,57813,79896,35000,25495,44313,2.9,9.7,1.2,13.2,23.0,20.2,5.6,13.9,10.3,Choctaw,OK
17289,1600000US4079450,region.place,2013,36792,12747,45923,25615,20499,39886,48727,23878,20809,29286,1.5,17.5,0.9,19.7,26.2,13.1,7.5,7.4,6.2,Weatherford,OK
17292,1600000US4078500,region.place,2013,33617,25868,32977,26109,26007,37290,46375,27289,25932,26832,2.5,15.9,5.3,29.8,21.4,13.6,2.0,6.4,3.1,Warr Acres,OK
17293,1600000US4017800,region.place,2013,31885,21055,43053,36680,27411,45568,58125,27571,22083,27317,8.1,13.8,3.7,19.9,25.5,15.8,5.2,5.9,2.1,Coweta,OK
17294,1600000US4061000,region.place,2013,35633,21301,39800,35253,29706,37875,52143,30788,18427,30964,3.1,19.6,0.9,18.4,26.8,12.7,9.8,6.8,1.9,Pryor Creek,OK
17295,1600000US4015400,region.place,2013,27108,21817,37541,26576,23691,38750,44764,22656,19416,25846,8.8,24.5,0.7,17.8,24.0,7.3,5.8,6.4,4.7,Clinton,OK
17298,1600000US4060350,region.place,2013,31303,18475,37718,30493,22152,38710,50469,25107,14977,26451,8.7,20.8,2.0,18.5,25.7,12.5,3.6,3.7,4.5,Poteau,OK
17312,1600000US4061150,region.place,2013,32798,18321,41389,34645,26458,41071,52689,25579,21059,32457,10.8,20.2,1.0,15.5,26.0,12.3,4.9,3.7,5.6,Purcell,OK
17313,1600000US4075450,region.place,2013,31061,23824,58750,46598,33200,62969,64792,33081,19732,41297,7.3,15.2,0.4,14.2,16.7,14.0,6.0,12.4,13.8,Tuttle,OK
17314,1600000US4057550,region.place,2013,24967,19724,35739,26976,23496,37946,38333,21906,21175,26607,5.8,30.5,2.7,14.5,19.9,14.2,2.1,6.8,3.5,Pauls Valley,OK
17319,1600000US4077550,region.place,2013,25278,18250,32083,25929,22155,44519,67396,23289,21094,25690,9.8,26.7,0.6,24.4,16.4,10.5,3.8,3.1,4.7,Vinita,OK
17321,1600000US4032750,region.place,2013,33692,21236,50800,44280,31541,58750,80000,31629,20093,41016,4.7,14.1,5.2,12.8,20.6,16.4,7.0,12.7,6.5,Harrah,OK
17324,1600000US4071350,region.place,2013,27212,19844,30753,28826,24364,29931,35729,22148,23023,30397,7.3,28.7,1.2,32.1,15.5,7.1,4.0,1.6,2.5,Sulphur,OK
17328,1600000US4065700,region.place,2013,25696,21739,46901,30000,26514,33913,58975,21225,32404,25960,4.6,24.9,1.1,16.9,18.9,16.6,10.1,2.7,4.2,Sayre,OK
17335,1600000US4059750,region.place,2013,23673,19213,36534,33156,24815,41667,57500,25890,18482,27102,3.4,28.7,3.8,20.4,24.5,11.6,1.4,2.2,4.0,Pocola,OK
17337,1600000US4069200,region.place,2013,29452,24112,41135,28902,25854,35694,44625,24323,16418,29042,7.1,26.8,2.3,13.5,24.8,9.3,4.8,11.4,0.0,Spencer,OK
17338,1600000US4027800,region.place,2013,30523,18934,35254,26607,22917,34342,16118,27188,20050,26250,5.5,24.9,2.2,22.8,32.4,8.1,0.6,3.5,0.0,Frederick,OK
17340,1600000US4051800,region.place,2013,47250,37794,109583,97083,57438,66250,144417,40441,4107,43068,1.3,4.6,1.0,4.2,22.8,5.5,3.1,10.5,47.0,Nichols Hills,OK
17353,1600000US4015350,region.place,2013,27083,19726,44348,36205,25000,36000,50000,23846,22868,33750,5.3,22.0,1.9,16.7,24.0,16.9,6.1,2.6,4.5,Cleveland,OK
17356,1600000US4074150,region.place,2013,27344,16401,34408,24653,20543,35595,48500,24050,18438,25625,5.1,24.5,4.7,25.0,17.3,15.6,1.5,3.2,3.1,Tonkawa,OK
17361,1600000US4021750,region.place,2013,16558,13466,40000,34688,19659,35714,65357,17396,32596,34722,11.2,22.3,4.0,18.1,20.9,10.7,5.9,1.3,5.6,Drumright,OK
17362,1600000US4046050,region.place,2013,23966,16923,37646,32313,23918,37344,22407,23750,22542,24453,20.2,17.0,0.2,21.2,26.8,4.3,2.5,5.7,2.1,Mangum,OK
17364,1600000US4051250,region.place,2013,25972,19375,51055,38839,30795,31806,51719,33889,50417,24583,6.7,15.7,3.0,19.4,16.5,14.1,4.9,7.4,12.3,New Cordell,OK
17367,1600000US4010700,region.place,2013,36346,25069,50880,29978,28364,36964,65329,26429,9821,43750,2.5,16.0,2.6,19.5,17.4,15.5,12.8,7.5,6.2,Cache,OK
17371,1600000US4033350,region.place,2013,23412,21197,43417,36250,26297,37614,48977,28021,4615,25750,7.8,23.5,0.0,20.7,22.1,14.7,0.5,8.0,2.7,Healdton,OK
17373,1600000US4075150,region.place,2013,26696,23140,33000,25364,24130,23500,0,25544,26645,25096,6.2,16.2,4.5,29.2,23.2,13.2,3.3,4.2,0.0,Turley,OK
17378,1600000US4037650,region.place,2013,26492,14313,31433,16563,15303,40500,45417,17197,13500,19286,10.6,24.0,5.4,22.7,16.3,15.0,1.0,1.0,4.0,Jay,OK
17380,1600000US4060500,region.place,2013,30925,21071,35192,28704,25158,42361,46818,12093,21625,32426,4.1,23.2,3.4,26.8,12.8,15.0,6.9,6.2,1.6,Prague,OK
17383,1600000US4078150,region.place,2013,26321,17833,38281,28889,21817,40139,63750,22226,9750,26086,4.5,29.4,0.4,20.2,22.8,10.4,7.5,4.8,0.0,Walters,OK
17389,1600000US4069350,region.place,2013,23981,19700,42250,31402,22813,34375,29844,18650,22438,31042,13.8,22.1,3.0,16.1,16.1,24.5,2.6,1.1,0.7,Spiro,OK
17396,1600000US4036000,region.place,2013,37024,30174,38125,34489,31994,47625,44917,33125,30030,45402,6.1,19.6,1.2,16.9,29.6,13.5,5.3,4.3,3.5,Hooker,OK
17401,1600000US4014300,region.place,2013,25068,17244,50682,36458,25560,35500,47750,25139,32083,29688,9.1,12.9,2.1,22.7,17.0,11.7,2.2,18.2,4.1,Chouteau,OK
17413,1600000US4013700,region.place,2013,28000,15300,40156,25347,19156,38750,55000,19402,8036,30000,8.5,23.7,4.7,14.8,26.3,11.7,5.5,3.6,1.2,Chelsea,OK
17422,1600000US4044925,region.place,2013,33500,25804,58281,52917,34777,73750,38750,40000,27813,34643,2.2,8.4,1.6,20.8,18.8,14.0,12.9,15.3,6.0,McCord,OK
17427,1600000US4017110,region.place,2013,23782,22679,22888,21161,22005,50066,49643,22650,23065,18438,2.4,42.0,17.2,7.6,9.9,15.3,1.7,0.0,3.9,Copeland,OK
17436,1600000US4048750,region.place,2013,28646,24333,39911,31696,27304,43269,44375,27250,14545,30500,4.9,23.4,1.0,23.6,17.5,13.1,3.0,7.6,5.9,Minco,OK
17452,1600000US4008550,region.place,2013,29375,22422,48529,37500,29875,37500,98333,30117,19167,32679,7.4,11.9,2.6,29.5,15.2,15.0,4.8,8.8,4.8,Bray,OK
17453,1600000US4030200,region.place,2013,24676,10114,31953,16050,13125,31010,47188,26600,10547,32679,12.9,20.6,4.3,21.7,27.8,4.3,1.4,3.4,3.6,Goodwell,OK
17468,1600000US4030300,region.place,2013,23083,14844,52670,43750,23452,52000,42083,21700,6250,24107,8.0,25.4,0.0,7.7,21.5,30.9,3.9,2.6,0.0,Gore,OK
17477,1600000US4082500,region.place,2013,25859,8714,41250,32750,15714,39821,0,17188,10673,36875,14.8,11.4,4.5,20.1,22.3,17.4,2.7,2.3,4.5,Yale,OK
17480,1600000US4081750,region.place,2013,25833,15500,49583,30938,20724,34286,0,19231,19125,33750,4.5,21.8,1.4,20.0,20.0,7.3,3.2,20.0,1.8,Wister,OK
17485,1600000US4013775,region.place,2013,18750,15066,23603,21250,17991,26607,0,19792,17273,18750,20.3,41.2,1.7,15.5,11.8,6.1,2.4,1.0,0.0,Cherry Tree,OK
17488,1600000US4036700,region.place,2013,37604,19167,41908,33571,26731,40625,75625,23409,32614,28125,0.3,19.4,1.0,19.4,25.9,11.6,7.1,13.9,1.4,Hydro,OK
17492,1600000US4063350,region.place,2013,16542,15531,43947,37750,20900,38438,0,21042,16500,43750,12.3,27.9,1.8,16.0,11.0,7.3,10.0,8.2,5.5,Ringling,OK
17497,1600000US4020500,region.place,2013,24464,21343,31550,29375,24338,33125,0,25278,22500,29615,9.7,25.0,2.6,24.3,13.1,19.4,0.7,5.2,0.0,Dewar,OK
17500,1600000US4047300,region.place,2013,35875,25625,41172,33534,31477,41250,49375,23015,0,31683,4.1,16.3,3.6,19.0,26.4,11.6,3.0,4.4,11.6,Medford,OK
17502,1600000US4017100,region.place,2013,24712,21293,34844,31736,25268,34375,43125,28750,31667,27917,10.8,20.5,1.9,26.5,24.3,9.3,0.0,2.2,4.5,Copan,OK
17506,1600000US4061400,region.place,2013,23281,16196,26944,24808,20956,49375,36250,25938,11250,21364,7.6,40.2,3.8,17.8,13.6,8.3,3.0,4.2,1.5,Quapaw,OK
17511,1600000US4077300,region.place,2013,23819,17321,43750,34821,23264,32639,0,32625,17679,30417,3.3,33.7,2.5,13.6,15.6,13.6,6.2,9.9,1.6,Vici,OK
17518,1600000US4068600,region.place,2013,25909,15066,47917,34375,23750,40833,0,29643,9250,22788,0.4,21.5,6.2,19.7,22.6,12.8,6.2,9.5,1.1,South Coffeyville,OK
17523,1600000US4014900,region.place,2013,21000,13810,40804,25625,18625,36250,0,21029,12250,18333,11.8,27.2,0.0,17.8,20.7,13.0,5.3,3.0,1.2,Clayton,OK
17528,1600000US4007750,region.place,2013,25192,15150,21923,17788,16627,0,0,17284,15690,42708,12.6,30.4,7.9,15.0,16.8,13.6,2.3,1.4,0.0,Boswell,OK
17531,1600000US4057950,region.place,2013,30625,23098,38250,33542,26447,33000,38750,26442,15833,36944,4.3,23.3,3.1,17.1,23.7,16.0,8.2,1.6,2.7,Peggs,OK
17536,1600000US4039625,region.place,2013,21974,21789,40234,30417,23897,34414,0,23478,0,21201,0.0,49.4,4.8,21.6,24.2,0.0,0.0,0.0,0.0,Keys,OK
17540,1600000US4000250,region.place,2013,27344,21667,39375,36375,31339,52500,46875,25938,28333,39286,5.4,17.5,5.0,20.0,26.3,12.9,4.6,8.3,0.0,Adair,OK
17542,1600000US4079850,region.place,2013,12420,14271,37656,28750,17083,12128,0,15625,20000,39643,24.2,10.3,10.3,8.7,22.6,18.7,0.0,5.2,0.0,Welling,OK
17547,1600000US4056800,region.place,2013,36667,14911,40750,31786,27946,33750,48958,33750,16250,22500,2.5,13.0,3.7,23.6,38.5,11.8,5.0,1.9,0.0,Paden,OK
17550,1600000US4070150,region.place,2013,33750,21154,30625,26136,22095,36563,0,25662,0,31250,0.0,33.0,0.0,20.9,28.0,6.6,3.3,2.2,6.0,Sterling,OK
17552,1600000US4006650,region.place,2013,22604,13950,37500,27273,18920,26964,25000,19125,18542,22750,11.7,22.8,4.6,21.8,6.6,23.9,3.0,4.1,1.5,Blair,OK
17555,1600000US4040700,region.place,2013,16607,14214,54773,40000,21042,23750,0,36750,8750,14223,19.8,23.5,0.0,11.2,5.9,38.0,0.0,1.6,0.0,Lahoma,OK
17571,1600000US4057100,region.place,2013,30583,20125,37109,35078,27031,32917,42321,25750,31667,31250,8.3,14.4,2.2,25.6,27.8,11.1,5.0,1.7,3.9,Paoli,OK
17572,1600000US4036400,region.place,2013,31250,14583,30341,20917,19375,37000,0,11016,12500,28750,9.6,22.6,7.8,23.5,28.7,3.5,0.0,1.7,2.6,Hulbert,OK
17577,1600000US4069050,region.place,2013,26964,11094,24722,14706,13250,45000,0,22083,11587,11250,15.5,27.8,2.1,19.6,13.4,20.6,0.0,1.0,0.0,Spavinaw,OK
17578,1600000US4065600,region.place,2013,38125,29750,51083,48750,35469,44306,52500,31000,43750,37159,4.6,13.8,0.9,16.1,16.6,31.8,3.7,3.7,8.8,Savanna,OK
17579,1600000US4030915,region.place,2013,31071,4844,19452,19132,18993,0,0,19201,0,0,6.0,45.9,0.0,11.5,20.2,7.7,0.0,0.0,8.7,Grandview,OK
17580,1600000US4051275,region.place,2013,46250,12031,41667,16450,16300,0,0,10294,0,17115,0.0,0.0,0.0,10.4,61.5,0.0,0.0,28.1,0.0,New Eucha,OK
17582,1600000US4016200,region.place,2013,29306,24500,43438,36607,30104,75750,0,31250,0,31875,3.3,17.9,0.0,22.8,22.8,14.7,2.7,12.5,3.3,Cole,OK
17588,1600000US4074550,region.place,2013,29167,7500,35729,31875,14554,29265,0,12604,10938,32083,16.0,8.8,2.4,32.0,25.6,8.8,1.6,4.8,0.0,Tryon,OK
17589,1600000US4032250,region.place,2013,31563,17031,49063,31042,22303,55000,21875,31083,16429,21250,2.4,24.0,1.6,17.6,14.4,11.2,16.0,5.6,7.2,Hammon,OK
17593,1600000US4002800,region.place,2013,38214,31339,52000,41000,35380,39196,46094,32000,7188,31667,1.1,5.9,3.2,12.2,40.4,13.3,9.0,9.0,5.9,Arnett,OK
17598,1600000US4063450,region.place,2013,31667,18594,35417,31875,30057,46250,0,32708,35938,32292,12.4,15.7,1.1,21.9,28.1,9.0,0.0,7.3,4.5,Ringwood,OK
17602,1600000US4070512,region.place,2013,14063,13862,29461,29224,27930,24500,0,28299,13438,0,30.0,8.4,0.0,35.3,3.2,4.2,14.2,4.7,0.0,Stoney Point,OK
17603,1600000US4060150,region.place,2013,20357,15625,39688,36944,33077,0,0,28750,33750,36875,2.7,28.0,0.0,20.0,36.0,8.0,5.3,0.0,0.0,Porter,OK
17607,1600000US4011975,region.place,2013,53103,37604,49208,48458,43750,0,86161,30821,0,14706,7.7,0.0,0.0,23.4,20.1,29.2,4.8,6.7,8.1,Carlisle,OK
17608,1600000US4080250,region.place,2013,39063,32083,53750,39750,37837,56500,30833,38203,0,38438,0.0,2.7,1.1,16.2,41.1,13.0,3.8,16.2,5.9,Westport,OK
17612,1600000US4023300,region.place,2013,32750,33375,40500,40500,36477,34875,44844,31750,0,38750,7.1,20.7,0.0,20.2,44.4,5.6,2.0,0.0,0.0,Eldon,OK
17617,1600000US4072900,region.place,2013,19750,12344,45625,30250,22708,44286,0,23125,8750,31750,4.1,22.4,8.2,18.4,19.4,8.2,17.3,2.0,0.0,Terral,OK
17618,1600000US4017300,region.place,2013,31625,24219,34750,30833,27917,35625,36250,22857,17083,27500,3.2,24.6,3.2,26.2,22.2,10.3,6.3,4.0,0.0,Corn,OK
17620,1600000US4078300,region.place,2013,24286,14444,28393,26477,20875,6875,0,22813,10000,30455,4.0,25.7,8.9,42.6,16.8,0.0,2.0,0.0,0.0,Wapanucka,OK
17626,1600000US4055450,region.place,2013,20972,14205,24205,22266,20588,0,31875,20536,22083,23977,17.5,38.8,7.8,18.4,10.7,0.0,0.0,6.8,0.0,Olustee,OK
17628,1600000US4057875,region.place,2013,17500,19167,43333,31250,26964,41250,0,26458,0,20179,10.0,27.0,0.0,19.0,20.0,17.0,3.0,0.0,4.0,Peavine,OK
17630,1600000US4021700,region.place,2013,26786,25278,28409,19740,21838,52813,0,22813,19732,27159,0.0,33.8,5.4,30.8,5.4,13.8,0.0,7.7,3.1,Drummond,OK
17633,1600000US4006100,region.place,2013,19063,11394,20417,16548,15170,41250,0,12303,30536,28333,17.8,27.1,12.4,12.4,13.2,14.7,0.8,0.0,1.6,Billings,OK
17634,1600000US4060850,region.place,2013,28750,18125,32188,31094,27917,31250,0,28750,17125,34583,8.3,19.3,1.8,27.5,27.5,5.5,4.6,1.8,3.7,Prue,OK
17643,1600000US4003500,region.place,2013,32250,22500,35682,29063,25938,37321,0,23125,7159,31250,9.3,21.4,0.0,18.6,35.0,10.0,1.4,0.0,4.3,Avant,OK
17650,1600000US4069400,region.place,2013,21719,20341,56250,44444,37813,0,0,47083,28750,23500,8.7,15.9,1.6,6.3,24.6,5.6,0.8,34.9,1.6,Sportsmen Acres,OK
17651,1600000US4075600,region.place,2013,35577,35577,69458,69167,48750,0,0,80500,0,35577,0.0,11.6,7.4,0.0,28.1,7.4,24.8,20.7,0.0,Twin Oaks,OK
17654,1600000US4003000,region.place,2013,19432,16250,26429,25714,19028,33125,0,17679,23750,24375,8.2,45.9,0.0,18.0,11.5,3.3,8.2,4.9,0.0,Asher,OK
17659,1600000US4025400,region.place,2013,27000,23375,39750,35682,24886,23500,90000,23000,27500,36932,7.6,21.0,0.0,7.6,34.3,7.6,1.9,8.6,11.4,Fanshawe,OK
17662,1600000US4039600,region.place,2013,40833,35000,36750,34479,34583,48333,0,32188,33750,33571,0.0,10.0,0.0,25.8,40.8,15.0,0.0,6.7,1.7,Keyes,OK
17663,1600000US4024762,region.place,2013,37083,11146,53403,42333,30125,35139,0,12396,0,0,0.0,0.0,0.0,12.8,51.3,35.9,0.0,0.0,0.0,Evening Shade,OK
17666,1600000US4006900,region.place,2013,0,20588,25739,22383,21760,0,0,25739,0,0,0.0,38.9,0.0,34.9,26.2,0.0,0.0,0.0,0.0,Blue,OK
17674,1600000US4049950,region.place,2013,0,0,54107,53720,53571,0,0,0,0,53601,0.0,0.0,8.7,9.7,0.0,68.0,0.0,0.0,13.6,Murphy,OK
17676,1600000US4074400,region.place,2013,22250,16250,43438,37813,22404,0,0,32500,14375,26250,6.7,22.2,8.9,21.1,15.6,13.3,0.0,4.4,7.8,Tribbey,OK
17678,1600000US4072350,region.place,2013,35000,26719,51667,31750,30357,43750,70417,25156,0,33750,4.1,25.4,1.6,7.4,22.1,19.7,4.9,6.6,8.2,Taloga,OK
17680,1600000US4046450,region.place,2013,21042,17875,33750,26964,20417,31042,0,17813,17875,27083,2.5,38.0,0.0,34.2,25.3,0.0,0.0,0.0,0.0,Marble City,OK
17682,1600000US4071965,region.place,2013,0,9038,0,17308,16346,0,0,16731,12813,0,0.0,45.2,0.0,0.0,0.0,54.8,0.0,0.0,0.0,Sycamore,OK
17687,1600000US4041350,region.place,2013,26000,18333,52083,40500,27500,33750,40625,21875,18958,42813,10.3,10.3,2.1,18.6,24.7,10.3,3.1,14.4,6.2,Lamont,OK
17689,1600000US4010450,region.place,2013,23750,20536,40000,32500,26944,29375,0,30417,21875,26875,0.0,25.0,2.4,22.6,20.2,15.5,2.4,3.6,8.3,Butler,OK
17690,1600000US4033150,region.place,2013,21250,13750,31875,21023,18036,0,0,18500,33333,14583,8.5,37.3,3.4,27.1,16.9,3.4,3.4,0.0,0.0,Haworth,OK
